EmployeeID,age,length_of_service,job_title,gender,termreason_desc,termtype_desc,STATUS_YEAR,STATUS
1325,46,21,"Exec Assistant, Legal Counsel",Female,Not Applicable,Not Applicable,2010,ACTIVE
1325,47,22,"Exec Assistant, Legal Counsel",Female,Not Applicable,Not Applicable,2011,ACTIVE
1325,48,23,"Exec Assistant, Legal Counsel",Female,Not Applicable,Not Applicable,2012,ACTIVE
1325,49,24,"Exec Assistant, Legal Counsel",Female,Not Applicable,Not Applicable,2013,ACTIVE
1325,50,25,"Exec Assistant, Legal Counsel",Female,Not Applicable,Not Applicable,2014,ACTIVE
1325,51,26,"Exec Assistant, Legal Counsel",Female,Not Applicable,Not Applicable,2015,ACTIVE
1328,50,17,CHief Information Officer,Female,Not Applicable,Not Applicable,2006,ACTIVE
1328,51,18,CHief Information Officer,Female,Not Applicable,Not Applicable,2007,ACTIVE
1328,52,19,CHief Information Officer,Female,Not Applicable,Not Applicable,2008,ACTIVE
1328,53,20,CHief Information Officer,Female,Not Applicable,Not Applicable,2009,ACTIVE
1328,54,21,CHief Information Officer,Female,Not Applicable,Not Applicable,2010,ACTIVE
1328,55,22,CHief Information Officer,Female,Not Applicable,Not Applicable,2011,ACTIVE
1328,56,23,CHief Information Officer,Female,Not Applicable,Not Applicable,2012,ACTIVE
1328,57,24,CHief Information Officer,Female,Not Applicable,Not Applicable,2013,ACTIVE
1328,58,25,CHief Information Officer,Female,Not Applicable,Not Applicable,2014,ACTIVE
1328,59,26,CHief Information Officer,Female,Not Applicable,Not Applicable,2015,ACTIVE
1329,39,17,Store Manager,Female,Not Applicable,Not Applicable,2006,ACTIVE
1329,40,18,Store Manager,Female,Not Applicable,Not Applicable,2007,ACTIVE
1329,41,19,Store Manager,Female,Not Applicable,Not Applicable,2008,ACTIVE
1329,42,20,Store Manager,Female,Not Applicable,Not Applicable,2009,ACTIVE
1329,43,21,Store Manager,Female,Not Applicable,Not Applicable,2010,ACTIVE
1329,44,22,Store Manager,Female,Not Applicable,Not Applicable,2011,ACTIVE
1329,45,23,Store Manager,Female,Not Applicable,Not Applicable,2012,ACTIVE
1329,46,24,Store Manager,Female,Not Applicable,Not Applicable,2013,ACTIVE
1329,47,25,Store Manager,Female,Not Applicable,Not Applicable,2014,ACTIVE
1329,48,26,Store Manager,Female,Not Applicable,Not Applicable,2015,ACTIVE
1330,39,17,Meats Manager,Female,Not Applicable,Not Applicable,2006,ACTIVE
1330,40,18,Meats Manager,Female,Not Applicable,Not Applicable,2007,ACTIVE
1330,41,19,Meats Manager,Female,Not Applicable,Not Applicable,2008,ACTIVE
1330,42,20,Meats Manager,Female,Not Applicable,Not Applicable,2009,ACTIVE
1330,43,21,Meats Manager,Female,Not Applicable,Not Applicable,2010,ACTIVE
1330,44,22,Meats Manager,Female,Not Applicable,Not Applicable,2011,ACTIVE
1330,45,23,Meats Manager,Female,Not Applicable,Not Applicable,2012,ACTIVE
1330,46,24,Meats Manager,Female,Not Applicable,Not Applicable,2013,ACTIVE
1330,47,25,Meats Manager,Female,Not Applicable,Not Applicable,2014,ACTIVE
1330,48,26,Meats Manager,Female,Not Applicable,Not Applicable,2015,ACTIVE
1331,41,17,Store Manager,Female,Not Applicable,Not Applicable,2006,ACTIVE
1331,42,18,Store Manager,Female,Not Applicable,Not Applicable,2007,ACTIVE
1331,43,19,Store Manager,Female,Not Applicable,Not Applicable,2008,ACTIVE
1331,44,20,Store Manager,Female,Not Applicable,Not Applicable,2009,ACTIVE
1331,45,21,Store Manager,Female,Not Applicable,Not Applicable,2010,ACTIVE
1331,46,22,Store Manager,Female,Not Applicable,Not Applicable,2011,ACTIVE
1331,47,23,Store Manager,Female,Not Applicable,Not Applicable,2012,ACTIVE
1331,48,24,Store Manager,Female,Not Applicable,Not Applicable,2013,ACTIVE
1331,49,25,Store Manager,Female,Not Applicable,Not Applicable,2014,ACTIVE
1331,50,26,Store Manager,Female,Not Applicable,Not Applicable,2015,ACTIVE
1332,51,17,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2006,ACTIVE
1332,52,18,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2007,ACTIVE
1332,53,19,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2008,ACTIVE
1332,54,20,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2009,ACTIVE
1332,55,21,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2010,ACTIVE
1332,56,22,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2011,ACTIVE
1332,57,23,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2012,ACTIVE
1332,58,24,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2013,ACTIVE
1332,59,25,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2014,ACTIVE
1332,60,26,"Exec Assistant, Human Resources",Female,Not Applicable,Not Applicable,2015,ACTIVE
1334,45,17,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2006,ACTIVE
1334,46,18,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2007,ACTIVE
1334,47,19,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2008,ACTIVE
1334,48,20,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2009,ACTIVE
1334,49,21,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2010,ACTIVE
1334,50,22,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2011,ACTIVE
1334,51,23,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2012,ACTIVE
1334,52,24,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2013,ACTIVE
1334,53,25,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2014,ACTIVE
1334,54,26,"Exec Assistant, Finance",Male,Not Applicable,Not Applicable,2015,ACTIVE
1335,44,17,"Director, Recruitment",Female,Not Applicable,Not Applicable,2006,ACTIVE
1335,45,18,"Director, Recruitment",Female,Not Applicable,Not Applicable,2007,ACTIVE
1335,46,19,"Director, Recruitment",Female,Not Applicable,Not Applicable,2008,ACTIVE
1335,47,20,"Director, Recruitment",Female,Not Applicable,Not Applicable,2009,ACTIVE
1335,48,21,"Director, Recruitment",Female,Not Applicable,Not Applicable,2010,ACTIVE
1335,49,22,"Director, Recruitment",Female,Not Applicable,Not Applicable,2011,ACTIVE
1335,50,23,"Director, Recruitment",Female,Not Applicable,Not Applicable,2012,ACTIVE
1335,51,24,"Director, Recruitment",Female,Not Applicable,Not Applicable,2013,ACTIVE
1335,52,25,"Director, Recruitment",Female,Not Applicable,Not Applicable,2014,ACTIVE
1335,53,26,"Director, Recruitment",Female,Not Applicable,Not Applicable,2015,ACTIVE
1338,57,17,"Director, Training",Male,Not Applicable,Not Applicable,2006,ACTIVE
1338,58,18,"Director, Training",Male,Not Applicable,Not Applicable,2007,ACTIVE
1338,59,19,"Director, Training",Male,Not Applicable,Not Applicable,2008,ACTIVE
1339,57,17,Store Manager,Female,Not Applicable,Not Applicable,2006,ACTIVE
1339,58,18,Store Manager,Female,Not Applicable,Not Applicable,2007,ACTIVE
1339,59,19,Store Manager,Female,Not Applicable,Not Applicable,2008,ACTIVE
1339,60,20,Store Manager,Female,Not Applicable,Not Applicable,2009,ACTIVE
1339,61,21,Store Manager,Female,Not Applicable,Not Applicable,2010,ACTIVE
1339,62,22,Store Manager,Female,Not Applicable,Not Applicable,2011,ACTIVE
1339,63,23,Store Manager,Female,Not Applicable,Not Applicable,2012,ACTIVE
1339,64,24,Store Manager,Female,Not Applicable,Not Applicable,2013,ACTIVE
1340,57,17,Store Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1340,58,18,Store Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1340,59,19,Store Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1341,57,17,"Director, Labor Relations",Male,Not Applicable,Not Applicable,2006,ACTIVE
1341,58,18,"Director, Labor Relations",Male,Not Applicable,Not Applicable,2007,ACTIVE
1341,59,19,"Director, Labor Relations",Male,Not Applicable,Not Applicable,2008,ACTIVE
1343,57,17,Store Manager,Female,Not Applicable,Not Applicable,2006,ACTIVE
1343,58,18,Store Manager,Female,Not Applicable,Not Applicable,2007,ACTIVE
1343,59,19,Store Manager,Female,Not Applicable,Not Applicable,2008,ACTIVE
1343,60,20,Store Manager,Female,Not Applicable,Not Applicable,2009,ACTIVE
1343,61,21,Store Manager,Female,Not Applicable,Not Applicable,2010,ACTIVE
1343,62,22,Store Manager,Female,Not Applicable,Not Applicable,2011,ACTIVE
1343,63,23,Store Manager,Female,Not Applicable,Not Applicable,2012,ACTIVE
1343,64,24,Store Manager,Female,Not Applicable,Not Applicable,2013,ACTIVE
1344,57,17,"Director, HR Technology",Female,Not Applicable,Not Applicable,2006,ACTIVE
1344,58,18,"Director, HR Technology",Female,Not Applicable,Not Applicable,2007,ACTIVE
1344,59,19,"Director, HR Technology",Female,Not Applicable,Not Applicable,2008,ACTIVE
1344,60,20,"Director, HR Technology",Female,Not Applicable,Not Applicable,2009,ACTIVE
1344,61,21,"Director, HR Technology",Female,Not Applicable,Not Applicable,2010,ACTIVE
1344,62,22,"Director, HR Technology",Female,Not Applicable,Not Applicable,2011,ACTIVE
1344,63,23,"Director, HR Technology",Female,Not Applicable,Not Applicable,2012,ACTIVE
1344,64,24,"Director, HR Technology",Female,Not Applicable,Not Applicable,2013,ACTIVE
1346,57,17,"Director, Employee Records",Female,Not Applicable,Not Applicable,2006,ACTIVE
1346,58,18,"Director, Employee Records",Female,Not Applicable,Not Applicable,2007,ACTIVE
1346,59,19,"Director, Employee Records",Female,Not Applicable,Not Applicable,2008,ACTIVE
1346,60,20,"Director, Employee Records",Female,Not Applicable,Not Applicable,2009,ACTIVE
1346,61,21,"Director, Employee Records",Female,Not Applicable,Not Applicable,2010,ACTIVE
1346,62,22,"Director, Employee Records",Female,Not Applicable,Not Applicable,2011,ACTIVE
1346,63,23,"Director, Employee Records",Female,Not Applicable,Not Applicable,2012,ACTIVE
1346,64,24,"Director, Employee Records",Female,Not Applicable,Not Applicable,2013,ACTIVE
1347,57,17,Meats Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1347,58,18,Meats Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1347,59,19,Meats Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1351,57,17,"Director, Compensation",Male,Not Applicable,Not Applicable,2006,ACTIVE
1351,58,18,"Director, Compensation",Male,Not Applicable,Not Applicable,2007,ACTIVE
1351,59,19,"Director, Compensation",Male,Not Applicable,Not Applicable,2008,ACTIVE
1352,57,17,Corporate Lawyer,Female,Not Applicable,Not Applicable,2006,ACTIVE
1352,58,18,Corporate Lawyer,Female,Not Applicable,Not Applicable,2007,ACTIVE
1352,59,19,Corporate Lawyer,Female,Not Applicable,Not Applicable,2008,ACTIVE
1352,60,20,Corporate Lawyer,Female,Not Applicable,Not Applicable,2009,ACTIVE
1352,61,21,Corporate Lawyer,Female,Not Applicable,Not Applicable,2010,ACTIVE
1352,62,22,Corporate Lawyer,Female,Not Applicable,Not Applicable,2011,ACTIVE
1352,63,23,Corporate Lawyer,Female,Not Applicable,Not Applicable,2012,ACTIVE
1352,64,24,Corporate Lawyer,Female,Not Applicable,Not Applicable,2013,ACTIVE
1353,57,17,Store Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1353,58,18,Store Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1353,59,19,Store Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1355,57,17,Corporate Lawyer,Male,Not Applicable,Not Applicable,2006,ACTIVE
1355,58,18,Corporate Lawyer,Male,Not Applicable,Not Applicable,2007,ACTIVE
1355,59,19,Corporate Lawyer,Male,Not Applicable,Not Applicable,2008,ACTIVE
1357,57,17,Corporate Lawyer,Male,Not Applicable,Not Applicable,2006,ACTIVE
1357,58,18,Corporate Lawyer,Male,Not Applicable,Not Applicable,2007,ACTIVE
1357,59,19,Corporate Lawyer,Male,Not Applicable,Not Applicable,2008,ACTIVE
1358,57,17,Produce Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1358,58,18,Produce Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1358,59,19,Produce Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1359,57,17,Meats Manager,Female,Not Applicable,Not Applicable,2006,ACTIVE
1359,58,18,Meats Manager,Female,Not Applicable,Not Applicable,2007,ACTIVE
1359,59,19,Meats Manager,Female,Not Applicable,Not Applicable,2008,ACTIVE
1359,60,20,Meats Manager,Female,Not Applicable,Not Applicable,2009,ACTIVE
1359,61,21,Meats Manager,Female,Not Applicable,Not Applicable,2010,ACTIVE
1359,62,22,Meats Manager,Female,Not Applicable,Not Applicable,2011,ACTIVE
1359,63,23,Meats Manager,Female,Not Applicable,Not Applicable,2012,ACTIVE
1359,64,24,Meats Manager,Female,Not Applicable,Not Applicable,2013,ACTIVE
1360,57,17,"Director, Accounts Receivable",Female,Not Applicable,Not Applicable,2006,ACTIVE
1360,58,18,"Director, Accounts Receivable",Female,Not Applicable,Not Applicable,2007,ACTIVE
1360,59,19,"Director, Accounts Receivable",Female,Not Applicable,Not Applicable,2008,ACTIVE
1360,60,20,"Director, Accounts Receivable",Female,Not Applicable,Not Applicable,2009,ACTIVE
1360,61,21,"Director, Accounts Receivable",Female,Not Applicable,Not Applicable,2010,ACTIVE
1360,62,22,"Director, Accounts Receivable",Female,Not Applicable,Not Applicable,2011,ACTIVE
1360,63,23,"Director, Accounts Receivable",Female,Not Applicable,Not Applicable,2012,ACTIVE
1360,64,24,"Director, Accounts Receivable",Female,Not Applicable,Not Applicable,2013,ACTIVE
1362,57,17,Meats Manager,Female,Not Applicable,Not Applicable,2006,ACTIVE
1362,58,18,Meats Manager,Female,Not Applicable,Not Applicable,2007,ACTIVE
1362,59,19,Meats Manager,Female,Not Applicable,Not Applicable,2008,ACTIVE
1362,60,20,Meats Manager,Female,Not Applicable,Not Applicable,2009,ACTIVE
1362,61,21,Meats Manager,Female,Not Applicable,Not Applicable,2010,ACTIVE
1362,62,22,Meats Manager,Female,Not Applicable,Not Applicable,2011,ACTIVE
1362,63,23,Meats Manager,Female,Not Applicable,Not Applicable,2012,ACTIVE
1362,64,24,Meats Manager,Female,Not Applicable,Not Applicable,2013,ACTIVE
1363,57,17,Bakery Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1363,58,18,Bakery Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1363,59,19,Bakery Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1365,57,17,Store Manager,Female,Not Applicable,Not Applicable,2006,ACTIVE
1365,58,18,Store Manager,Female,Not Applicable,Not Applicable,2007,ACTIVE
1365,59,19,Store Manager,Female,Not Applicable,Not Applicable,2008,ACTIVE
1365,60,20,Store Manager,Female,Not Applicable,Not Applicable,2009,ACTIVE
1365,61,21,Store Manager,Female,Not Applicable,Not Applicable,2010,ACTIVE
1365,62,22,Store Manager,Female,Not Applicable,Not Applicable,2011,ACTIVE
1366,57,17,Systems Analyst,Male,Not Applicable,Not Applicable,2006,ACTIVE
1366,58,18,Systems Analyst,Male,Not Applicable,Not Applicable,2007,ACTIVE
1366,59,19,Systems Analyst,Male,Not Applicable,Not Applicable,2008,ACTIVE
1367,57,17,Store Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1367,58,18,Store Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1367,59,19,Store Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1370,57,17,"Director, Accounts Payable",Female,Not Applicable,Not Applicable,2006,ACTIVE
1370,58,18,"Director, Accounts Payable",Female,Not Applicable,Not Applicable,2007,ACTIVE
1370,59,19,"Director, Accounts Payable",Female,Not Applicable,Not Applicable,2008,ACTIVE
1370,60,20,"Director, Accounts Payable",Female,Not Applicable,Not Applicable,2009,ACTIVE
1370,61,21,"Director, Accounts Payable",Female,Not Applicable,Not Applicable,2010,ACTIVE
1370,62,22,"Director, Accounts Payable",Female,Not Applicable,Not Applicable,2011,ACTIVE
1370,63,23,"Director, Accounts Payable",Female,Not Applicable,Not Applicable,2012,ACTIVE
1370,64,24,"Director, Accounts Payable",Female,Not Applicable,Not Applicable,2013,ACTIVE
1372,57,17,"Director, Audit",Male,Not Applicable,Not Applicable,2006,ACTIVE
1372,58,18,"Director, Audit",Male,Not Applicable,Not Applicable,2007,ACTIVE
1372,59,19,"Director, Audit",Male,Not Applicable,Not Applicable,2008,ACTIVE
1373,57,17,"Director, Accounting",Female,Not Applicable,Not Applicable,2006,ACTIVE
1373,58,18,"Director, Accounting",Female,Not Applicable,Not Applicable,2007,ACTIVE
1373,59,19,"Director, Accounting",Female,Not Applicable,Not Applicable,2008,ACTIVE
1373,60,20,"Director, Accounting",Female,Not Applicable,Not Applicable,2009,ACTIVE
1373,61,21,"Director, Accounting",Female,Not Applicable,Not Applicable,2010,ACTIVE
1373,62,22,"Director, Accounting",Female,Not Applicable,Not Applicable,2011,ACTIVE
1373,63,23,"Director, Accounting",Female,Not Applicable,Not Applicable,2012,ACTIVE
1373,64,24,"Director, Accounting",Female,Not Applicable,Not Applicable,2013,ACTIVE
1374,57,17,Meats Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1374,58,18,Meats Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1374,59,19,Meats Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1376,57,17,"Director, Investments",Male,Not Applicable,Not Applicable,2006,ACTIVE
1376,58,18,"Director, Investments",Male,Not Applicable,Not Applicable,2007,ACTIVE
1376,59,19,"Director, Investments",Male,Not Applicable,Not Applicable,2008,ACTIVE
1377,57,17,Dairy Person,Female,Not Applicable,Not Applicable,2006,ACTIVE
1377,58,18,Dairy Person,Female,Not Applicable,Not Applicable,2007,ACTIVE
1377,59,19,Dairy Person,Female,Not Applicable,Not Applicable,2008,ACTIVE
1377,60,20,Dairy Person,Female,Not Applicable,Not Applicable,2009,ACTIVE
1377,61,21,Dairy Person,Female,Not Applicable,Not Applicable,2010,ACTIVE
1377,62,22,Dairy Person,Female,Not Applicable,Not Applicable,2011,ACTIVE
1377,63,23,Dairy Person,Female,Not Applicable,Not Applicable,2012,ACTIVE
1377,64,24,Dairy Person,Female,Not Applicable,Not Applicable,2013,ACTIVE
1380,57,17,Recruiter,Female,Not Applicable,Not Applicable,2006,ACTIVE
1380,58,18,Recruiter,Female,Not Applicable,Not Applicable,2007,ACTIVE
1380,59,19,Recruiter,Female,Not Applicable,Not Applicable,2008,ACTIVE
1380,60,20,Recruiter,Female,Not Applicable,Not Applicable,2009,ACTIVE
1380,61,21,Recruiter,Female,Not Applicable,Not Applicable,2010,ACTIVE
1380,62,22,Recruiter,Female,Not Applicable,Not Applicable,2011,ACTIVE
1380,63,23,Recruiter,Female,Not Applicable,Not Applicable,2012,ACTIVE
1380,64,24,Recruiter,Female,Not Applicable,Not Applicable,2013,ACTIVE
1381,57,17,Recruiter,Female,Not Applicable,Not Applicable,2006,ACTIVE
1381,58,18,Recruiter,Female,Not Applicable,Not Applicable,2007,ACTIVE
1381,59,19,Recruiter,Female,Not Applicable,Not Applicable,2008,ACTIVE
1381,60,20,Recruiter,Female,Not Applicable,Not Applicable,2009,ACTIVE
1381,61,21,Recruiter,Female,Not Applicable,Not Applicable,2010,ACTIVE
1381,62,22,Recruiter,Female,Not Applicable,Not Applicable,2011,ACTIVE
1381,63,23,Recruiter,Female,Not Applicable,Not Applicable,2012,ACTIVE
1381,64,24,Recruiter,Female,Not Applicable,Not Applicable,2013,ACTIVE
1382,57,17,Recruiter,Female,Not Applicable,Not Applicable,2006,ACTIVE
1382,58,18,Recruiter,Female,Not Applicable,Not Applicable,2007,ACTIVE
1382,59,19,Recruiter,Female,Not Applicable,Not Applicable,2008,ACTIVE
1382,60,20,Recruiter,Female,Not Applicable,Not Applicable,2009,ACTIVE
1382,61,21,Recruiter,Female,Not Applicable,Not Applicable,2010,ACTIVE
1382,62,22,Recruiter,Female,Not Applicable,Not Applicable,2011,ACTIVE
1382,63,23,Recruiter,Female,Not Applicable,Not Applicable,2012,ACTIVE
1382,64,24,Recruiter,Female,Not Applicable,Not Applicable,2013,ACTIVE
1383,57,17,Store Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1383,58,18,Store Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1383,59,19,Store Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1385,57,17,Recruiter,Male,Not Applicable,Not Applicable,2006,ACTIVE
1385,58,18,Recruiter,Male,Not Applicable,Not Applicable,2007,ACTIVE
1385,59,19,Recruiter,Male,Not Applicable,Not Applicable,2008,ACTIVE
1386,57,17,Processed Foods Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1386,58,18,Processed Foods Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1386,59,19,Processed Foods Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1388,57,17,Produce Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1388,58,18,Produce Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1388,59,19,Produce Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1389,57,17,Store Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
1389,58,18,Store Manager,Male,Not Applicable,Not Applicable,2007,ACTIVE
1389,59,19,Store Manager,Male,Not Applicable,Not Applicable,2008,ACTIVE
1390,57,17,Recruiter,Female,Not Applicable,Not Applicable,2006,ACTIVE
1390,58,18,Recruiter,Female,Not Applicable,Not Applicable,2007,ACTIVE
1390,59,19,Recruiter,Female,Not Applicable,Not Applicable,2008,ACTIVE
1390,60,20,Recruiter,Female,Not Applicable,Not Applicable,2009,ACTIVE
1390,61,21,Recruiter,Female,Not Applicable,Not Applicable,2010,ACTIVE
1390,62,22,Recruiter,Female,Not Applicable,Not Applicable,2011,ACTIVE
1390,63,23,Recruiter,Female,Not Applicable,Not Applicable,2012,ACTIVE
1390,64,24,Recruiter,Female,Not Applicable,Not Applicable,2013,ACTIVE
1391,57,17,Store Manager,Male,Not Applicable,Not Applicable,2006,ACTIVE
